OSU_RTS.CALC.1101_DWC Time [SNAP],OSU_RTS.CALC.1101_DWC Value [SNAP],OSU_RTS.CALC.1101_DWC Status [SNAP],OSU_RTS.CALC.1101_GPALARM Time [SNAP],OSU_RTS.CALC.1101_GPALARM Value [SNAP],OSU_RTS.CALC.1101_GPALARM Status [SNAP],OSU_RTS.MDBUS_RH.1101_CDT Time [SNAP],OSU_RTS.MDBUS_RH.1101_CDT Value [SNAP],OSU_RTS.MDBUS_RH.1101_CDT Status [SNAP],OSU_RTS.MDBUS_RH.1101_CHF Time [SNAP],OSU_RTS.MDBUS_RH.1101_CHF Value [SNAP],OSU_RTS.MDBUS_RH.1101_CHF Status [SNAP],OSU_RTS.MDBUS_RH.1101_CHT Time [SNAP],OSU_RTS.MDBUS_RH.1101_CHT Value [SNAP],OSU_RTS.MDBUS_RH.1101_CHT Status [SNAP],OSU_RTS.MDBUS_RH.1101_CRT Time [SNAP],OSU_RTS.MDBUS_RH.1101_CRT Value [SNAP],OSU_RTS.MDBUS_RH.1101_CRT Status [SNAP],OSU_RTS.MDBUS_RH.1101_CST Time [SNAP],OSU_RTS.MDBUS_RH.1101_CST Value [SNAP],OSU_RTS.MDBUS_RH.1101_CST Status [SNAP],OSU_RTS.MDBUS_RH.1101_CVF Time [SNAP],OSU_RTS.MDBUS_RH.1101_CVF Value [SNAP],OSU_RTS.MDBUS_RH.1101_CVF Status [SNAP],OSU_RTS.MDBUS_RH.1101_D1H Time [SNAP],OSU_RTS.MDBUS_RH.1101_D1H Value [SNAP],OSU_RTS.MDBUS_RH.1101_D1H Status [SNAP],OSU_RTS.MDBUS_RH.1101_D1L Time [SNAP],OSU_RTS.MDBUS_RH.1101_D1L Value [SNAP],OSU_RTS.MDBUS_RH.1101_D1L Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHD Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHD Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHD Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHF Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHF Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHF Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHR Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHR Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHR Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHS Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHS Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHS Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHT Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHT Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHT Status [SNAP],OSU_RTS.MDBUS_RH.1101_DVF Time [SNAP],OSU_RTS.MDBUS_RH.1101_DVF Value [SNAP],OSU_RTS.MDBUS_RH.1101_DVF Status [SNAP],OSU_RTS.MDBUS_RH.1101_DWC Time [SNAP],OSU_RTS.MDBUS_RH.1101_DWC Value [SNAP],OSU_RTS.MDBUS_RH.1101_DWC Status [SNAP],OSU_RTS.MDBUS_RH.1101_EC Time [SNAP],OSU_RTS.MDBUS_RH.1101_EC Value [SNAP],OSU_RTS.MDBUS_RH.1101_EC Status [SNAP],OSU_RTS.MDBUS_RH.1101_GBV Time [SNAP],OSU_RTS.MDBUS_RH.1101_GBV Value [SNAP],OSU_RTS.MDBUS_RH.1101_GBV Status [SNAP],OSU_RTS.MDBUS_RH.1101_GCV Time [SNAP],OSU_RTS.MDBUS_RH.1101_GCV Value [SNAP],OSU_RTS.MDBUS_RH.1101_GCV Status [SNAP],OSU_RTS.MDBUS_RH.1101_GP Time [SNAP],OSU_RTS.MDBUS_RH.1101_GP Value [SNAP],OSU_RTS.MDBUS_RH.1101_GP Status [SNAP],OSU_RTS.MDBUS_RH.1101_GT Time [SNAP],OSU_RTS.MDBUS_RH.1101_GT Value [SNAP],OSU_RTS.MDBUS_RH.1101_GT Status [SNAP],OSU_RTS.MDBUS_RH.1101_GUV Time [SNAP],OSU_RTS.MDBUS_RH.1101_GUV Value [SNAP],OSU_RTS.MDBUS_RH.1101_GUV Status [SNAP],OSU_RTS.MDBUS_RH.1101_HDT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HDT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HDT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HF Time [SNAP],OSU_RTS.MDBUS_RH.1101_HF Value [SNAP],OSU_RTS.MDBUS_RH.1101_HF Status [SNAP],OSU_RTS.MDBUS_RH.1101_HGT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HGT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HGT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HHF Time [SNAP],OSU_RTS.MDBUS_RH.1101_HHF Value [SNAP],OSU_RTS.MDBUS_RH.1101_HHF Status [SNAP],OSU_RTS.MDBUS_RH.1101_HHT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HHT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HHT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HMT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HMT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HMT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HRT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HRT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HRT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HST Time [SNAP],OSU_RTS.MDBUS_RH.1101_HST Value [SNAP],OSU_RTS.MDBUS_RH.1101_HST Status [SNAP],OSU_RTS.MDBUS_RH.1101_HVF Time [SNAP],OSU_RTS.MDBUS_RH.1101_HVF Value [SNAP],OSU_RTS.MDBUS_RH.1101_HVF Status [SNAP],Comments
10/20/18 7:30,1714450,UNRELIABLE,10/20/18 7:30,0,OK,10/20/18 7:30,1.693945885,OK,10/20/18 7:30,9.480443001,OK,10/20/18 7:30,1186105.125,OK,10/20/18 7:30,42.95061493,OK,10/20/18 7:30,41.25666809,OK,10/20/18 7:30,133.6030057,OK,,,,,,,10/20/18 7:30,26.27648544,OK,10/20/18 7:30,72.82250977,OK,10/20/18 7:30,118.874176,OK,10/20/18 7:30,145.1506653,OK,10/20/18 7:30,1985248,OK,10/20/18 7:30,5.641981937,OK,10/20/18 7:30,403730,UNRELIABLE,10/20/18 7:30,3195617,OK,10/20/18 7:30,5.71999979,OK,10/20/18 7:30,215043,OK,10/20/18 7:30,5.25,OK,10/20/18 7:30,53.86999893,OK,10/20/18 7:30,1583998,OK,10/20/18 7:30,0.460055053,OK,10/20/18 7:30,113.765316,OK,10/20/18 7:30,14233261.5,OK,10/20/18 7:30,0,OK,10/20/18 7:30,6815025,OK,10/20/18 7:30,2225060.25,OK,10/20/18 7:30,108.9067154,OK,10/20/18 7:30,109.3667755,OK,10/20/18 7:30,130.7415796,OK,
10/20/18 7:45,1714450,UNRELIABLE,10/20/18 7:45,0,OK,10/20/18 7:45,1.536843538,OK,10/20/18 7:45,8.519380569,OK,10/20/18 7:45,1186107.25,OK,10/20/18 7:45,42.8347168,OK,10/20/18 7:45,41.29787445,OK,10/20/18 7:45,132.3323992,OK,,,,,,,10/20/18 7:45,26.323843,OK,10/20/18 7:45,135.1744843,OK,10/20/18 7:45,119.0767975,OK,10/20/18 7:45,145.4006348,OK,10/20/18 7:45,1985272.25,OK,10/20/18 7:45,10.4545202,OK,10/20/18 7:45,403730,UNRELIABLE,10/20/18 7:45,3195643,OK,10/20/18 7:45,5.71999979,OK,10/20/18 7:45,215043,OK,10/20/18 7:45,5.300000191,OK,10/20/18 7:45,52.90000153,OK,10/20/18 7:45,1583998,OK,10/20/18 7:45,0.502397358,OK,10/20/18 7:45,102.2325668,OK,10/20/18 7:45,14233287,OK,10/20/18 7:45,0,OK,10/20/18 7:45,6815025,OK,10/20/18 7:45,2225076.5,OK,10/20/18 7:45,103.0374908,OK,10/20/18 7:45,103.5398865,OK,10/20/18 7:45,131.9028496,OK,
10/20/18 8:00,1714450,UNRELIABLE,10/20/18 8:00,0,OK,10/20/18 8:00,1.621771455,OK,10/20/18 8:00,9.097579956,OK,10/20/18 8:00,1186109.625,OK,10/20/18 8:00,42.99329376,OK,10/20/18 8:00,41.37152481,OK,10/20/18 8:00,133.9133309,OK,,,,,,,10/20/18 8:00,23.74479294,OK,10/20/18 8:00,79.32726288,OK,10/20/18 8:00,121.3237,OK,10/20/18 8:00,145.0684967,OK,10/20/18 8:00,1985294.625,OK,10/20/18 8:00,6.800649214,OK,10/20/18 8:00,403730,UNRELIABLE,10/20/18 8:00,3195669,OK,10/20/18 8:00,5.71999979,OK,10/20/18 8:00,215043,OK,10/20/18 8:00,5.300000191,OK,10/20/18 8:00,52.56999969,OK,10/20/18 8:00,1583998,OK,10/20/18 8:00,0.332167804,OK,10/20/18 8:00,109.1709595,OK,10/20/18 8:00,14233315.5,OK,10/20/18 8:00,0,OK,10/20/18 8:00,6815025,OK,10/20/18 8:00,2225092.75,OK,10/20/18 8:00,98.00411987,OK,10/20/18 8:00,98.33628845,OK,10/20/18 8:00,131.3782948,OK,
10/20/18 8:15,1714450,UNRELIABLE,10/20/18 8:15,0,OK,10/20/18 8:15,1.757552743,OK,10/20/18 8:15,9.746912956,OK,10/20/18 8:15,1186112.125,OK,10/20/18 8:15,43.03351974,OK,10/20/18 8:15,41.27596664,OK,10/20/18 8:15,132.3873564,OK,,,,,,,10/20/18 8:15,22.15032387,OK,10/20/18 8:15,114.8148499,OK,10/20/18 8:15,123.0509415,OK,10/20/18 8:15,145.2012634,OK,10/20/18 8:15,1985315,OK,10/20/18 8:15,10.55124658,OK,10/20/18 8:15,403730,UNRELIABLE,10/20/18 8:15,3195695,OK,10/20/18 8:15,5.71999979,OK,10/20/18 8:15,215046,OK,10/20/18 8:15,5.210000038,OK,10/20/18 8:15,56.63999939,OK,10/20/18 8:15,1584021,OK,10/20/18 8:15,5.39301157,OK,10/20/18 8:15,116.9629555,OK,10/20/18 8:15,14233345.5,OK,10/20/18 8:15,347.0312805,OK,10/20/18 8:15,6815119,OK,10/20/18 8:15,2225109.25,OK,10/20/18 8:15,107.3190918,OK,10/20/18 8:15,112.7121048,OK,10/20/18 8:15,129.9556264,OK,
10/20/18 8:30,1714450,UNRELIABLE,10/20/18 8:30,0,OK,10/20/18 8:30,1.661713481,OK,10/20/18 8:30,9.184102058,OK,10/20/18 8:30,1186114.375,OK,10/20/18 8:30,42.99103546,OK,10/20/18 8:30,41.32932281,OK,10/20/18 8:30,131.9370707,OK,,,,,,,10/20/18 8:30,20.4928875,OK,10/20/18 8:30,84.75176239,OK,10/20/18 8:30,125.03965,OK,10/20/18 8:30,145.5325317,OK,10/20/18 8:30,1985338.125,OK,10/20/18 8:30,8.418501293,OK,10/20/18 8:30,403730,UNRELIABLE,10/20/18 8:30,3195722,OK,10/20/18 8:30,5.71999979,OK,10/20/18 8:30,215048,OK,10/20/18 8:30,5.25,OK,10/20/18 8:30,55.99000168,OK,10/20/18 8:30,1584040,OK,10/20/18 8:30,0.044288147,OK,10/20/18 8:30,110.2092247,OK,10/20/18 8:30,14233372.5,OK,10/20/18 8:30,0,OK,10/20/18 8:30,6815173.5,OK,10/20/18 8:30,2225125.25,OK,10/20/18 8:30,111.2041168,OK,10/20/18 8:30,111.2484131,OK,10/20/18 8:30,130.5998857,OK,
10/20/18 8:45,1714450,UNRELIABLE,10/20/18 8:45,0,OK,10/20/18 8:45,1.692566395,OK,10/20/18 8:45,9.409166336,OK,10/20/18 8:45,1186116.75,OK,10/20/18 8:45,42.90524292,OK,10/20/18 8:45,41.212677,OK,10/20/18 8:45,132.7067556,OK,,,,,,,10/20/18 8:45,18.55707741,OK,10/20/18 8:45,62.59559631,OK,10/20/18 8:45,126.4631042,OK,10/20/18 8:45,145.0201721,OK,10/20/18 8:45,1985357,OK,10/20/18 8:45,6.86519264,OK,10/20/18 8:45,403730,UNRELIABLE,10/20/18 8:45,3195749,OK,10/20/18 8:45,5.71999979,OK,10/20/18 8:45,215049,OK,10/20/18 8:45,5.300000191,OK,10/20/18 8:45,55.18000031,OK,10/20/18 8:45,1584044,OK,10/20/18 8:45,0.260887206,OK,10/20/18 8:45,112.909996,OK,10/20/18 8:45,14233401,OK,10/20/18 8:45,0,OK,10/20/18 8:45,6815173.5,OK,10/20/18 8:45,2225141.5,OK,10/20/18 8:45,104.6818619,OK,10/20/18 8:45,104.942749,OK,10/20/18 8:45,130.4304243,OK,
10/20/18 9:00,1714450,UNRELIABLE,10/20/18 9:00,0,OK,10/20/18 9:00,1.618336916,OK,10/20/18 9:00,8.957073212,OK,10/20/18 9:00,1186119.125,OK,10/20/18 9:00,42.90361023,OK,10/20/18 9:00,41.28527069,OK,10/20/18 9:00,132.1251522,OK,,,,,,,10/20/18 9:00,18.49760818,OK,10/20/18 9:00,80.93567657,OK,10/20/18 9:00,126.0664139,OK,10/20/18 9:00,144.5640259,OK,10/20/18 9:00,1985373.875,OK,10/20/18 9:00,8.904144347,OK,10/20/18 9:00,403730,UNRELIABLE,10/20/18 9:00,3195775,OK,10/20/18 9:00,5.710000038,OK,10/20/18 9:00,215049,OK,10/20/18 9:00,5.300000191,OK,10/20/18 9:00,54.84999847,OK,10/20/18 9:00,1584048,OK,10/20/18 9:00,0.373974323,OK,10/20/18 9:00,107.4848785,OK,10/20/18 9:00,14233429.5,OK,10/20/18 9:00,0,OK,10/20/18 9:00,6815173.5,OK,10/20/18 9:00,2225157.75,OK,10/20/18 9:00,99.28634644,OK,10/20/18 9:00,99.6603241,OK,10/20/18 9:00,131.2724415,OK,
10/20/18 9:15,1714450,UNRELIABLE,10/20/18 9:15,0,OK,10/20/18 9:15,1.539587498,OK,10/20/18 9:15,8.653532028,OK,10/20/18 9:15,1186121.375,OK,10/20/18 9:15,42.95404053,OK,10/20/18 9:15,41.4144516,OK,10/20/18 9:15,134.1765035,OK,,,,,,,10/20/18 9:15,19.01161575,OK,10/20/18 9:15,81.52849579,OK,10/20/18 9:15,126.0449066,OK,10/20/18 9:15,145.0565186,OK,10/20/18 9:15,1985393,OK,10/20/18 9:15,8.727903843,OK,10/20/18 9:15,403730,UNRELIABLE,10/20/18 9:15,3195803,OK,10/20/18 9:15,5.71999979,OK,10/20/18 9:15,215051,OK,10/20/18 9:15,5.119999886,OK,10/20/18 9:15,57.61999893,OK,10/20/18 9:15,1584063,OK,10/20/18 9:15,7.315208435,OK,10/20/18 9:15,103.8423843,OK,10/20/18 9:15,14233456.5,OK,10/20/18 9:15,480.98349,OK,10/20/18 9:15,6815214,OK,10/20/18 9:15,2225174.25,OK,10/20/18 9:15,100.1671906,OK,10/20/18 9:15,107.4824066,OK,10/20/18 9:15,132.6579021,OK,
10/20/18 9:30,1714450,UNRELIABLE,10/20/18 9:30,0,OK,10/20/18 9:30,1.743505359,OK,10/20/18 9:30,9.752625465,OK,10/20/18 9:30,1186123.75,OK,10/20/18 9:30,43.02432251,OK,10/20/18 9:30,41.28081512,OK,10/20/18 9:30,133.5321058,OK,,,,,,,10/20/18 9:30,18.83244896,OK,10/20/18 9:30,44.63805771,OK,10/20/18 9:30,126.0060577,OK,10/20/18 9:30,144.838501,OK,10/20/18 9:30,1985414.625,OK,10/20/18 9:30,4.823884928,OK,10/20/18 9:30,403730,UNRELIABLE,10/20/18 9:30,3195831,OK,10/20/18 9:30,5.730000019,OK,10/20/18 9:30,215054,OK,10/20/18 9:30,5.110000134,OK,10/20/18 9:30,58.78000259,OK,10/20/18 9:30,1584085,OK,10/20/18 9:30,5.059761047,OK,10/20/18 9:30,117.0315056,OK,10/20/18 9:30,14233485,OK,10/20/18 9:30,324.9355164,OK,10/20/18 9:30,6815314.5,OK,10/20/18 9:30,2225190.5,OK,10/20/18 9:30,111.4430771,OK,10/20/18 9:30,116.5028381,OK,10/20/18 9:30,129.8126141,OK,
10/20/18 9:45,1714450,UNRELIABLE,10/20/18 9:45,0,OK,10/20/18 9:45,1.595653653,OK,10/20/18 9:45,8.89467907,OK,10/20/18 9:45,1186126,OK,10/20/18 9:45,43.01127625,OK,10/20/18 9:45,41.4156189,OK,10/20/18 9:45,133.0698407,OK,,,,,,,10/20/18 9:45,18.88269043,OK,10/20/18 9:45,94.41742706,OK,10/20/18 9:45,126.1546631,OK,10/20/18 9:45,145.0373535,OK,10/20/18 9:45,1985437.625,OK,10/20/18 9:45,10.17671517,OK,10/20/18 9:45,403730,UNRELIABLE,10/20/18 9:45,3195859,OK,10/20/18 9:45,5.739999771,OK,10/20/18 9:45,215055,OK,10/20/18 9:45,5.300000191,OK,10/20/18 9:45,58.11999893,OK,10/20/18 9:45,1584093,OK,10/20/18 9:45,0.052626137,OK,10/20/18 9:45,106.7361488,OK,10/20/18 9:45,14233512,OK,10/20/18 9:45,0,OK,10/20/18 9:45,6815321,OK,10/20/18 9:45,2225206.5,OK,10/20/18 9:45,108.0203705,OK,10/20/18 9:45,108.0729904,OK,10/20/18 9:45,129.0247891,OK,
10/20/18 10:00,1714450,UNRELIABLE,10/20/18 10:00,0,OK,10/20/18 10:00,1.588136196,OK,10/20/18 10:00,9.001899719,OK,10/20/18 10:00,1186128.375,OK,10/20/18 10:00,43.19867706,OK,10/20/18 10:00,41.61053848,OK,10/20/18 10:00,135.3113976,OK,,,,,,,10/20/18 10:00,18.46474075,OK,10/20/18 10:00,83.86276245,OK,10/20/18 10:00,126.3889618,OK,10/20/18 10:00,144.8536987,OK,10/20/18 10:00,1985460.25,OK,10/20/18 10:00,9.243197352,OK,10/20/18 10:00,403730,UNRELIABLE,10/20/18 10:00,3195887,OK,10/20/18 10:00,5.739999771,OK,10/20/18 10:00,215056,OK,10/20/18 10:00,5.170000076,OK,10/20/18 10:00,58.11999893,OK,10/20/18 10:00,1584101,OK,10/20/18 10:00,0.159291118,OK,10/20/18 10:00,108.0227966,OK,10/20/18 10:00,14233540.5,OK,10/20/18 10:00,0,OK,10/20/18 10:00,6815321,OK,10/20/18 10:00,2225222.5,OK,10/20/18 10:00,102.843689,OK,10/20/18 10:00,103.0029755,OK,10/20/18 10:00,129.7659253,OK,
10/20/18 10:15,1714450,UNRELIABLE,10/20/18 10:15,0,OK,10/20/18 10:15,1.831228495,OK,10/20/18 10:15,9.74332428,OK,10/20/18 10:15,1186130.75,OK,10/20/18 10:15,43.21244812,OK,10/20/18 10:15,41.38121796,OK,10/20/18 10:15,127.0141532,OK,,,,,,,10/20/18 10:15,18.10730553,OK,10/20/18 10:15,130.5533752,OK,10/20/18 10:15,126.965683,OK,10/20/18 10:15,145.072998,OK,10/20/18 10:15,1985479,OK,10/20/18 10:15,14.67399749,OK,10/20/18 10:15,403730,UNRELIABLE,10/20/18 10:15,3195918,OK,10/20/18 10:15,5.71999979,OK,10/20/18 10:15,215057,OK,10/20/18 10:15,5.300000191,OK,10/20/18 10:15,59.1099968,OK,10/20/18 10:15,1584104,OK,10/20/18 10:15,0.31263718,OK,10/20/18 10:15,116.9198914,OK,10/20/18 10:15,14233569,OK,10/20/18 10:15,0,OK,10/20/18 10:15,6815321,OK,10/20/18 10:15,2225238.75,OK,10/20/18 10:15,98.40104675,OK,10/20/18 10:15,98.71368408,OK,10/20/18 10:15,130.0134482,OK,
10/20/18 10:30,1714450,UNRELIABLE,10/20/18 10:30,0,OK,10/20/18 10:30,2.036699295,OK,10/20/18 10:30,11.45655727,OK,10/20/18 10:30,1186133.25,OK,10/20/18 10:30,43.90982819,OK,10/20/18 10:30,41.87312698,OK,10/20/18 10:30,134.2817627,OK,,,,,,,10/20/18 10:30,18.65197372,OK,10/20/18 10:30,130.3560791,OK,10/20/18 10:30,126.8053436,OK,10/20/18 10:30,145.4573212,OK,10/20/18 10:30,1985515.25,OK,10/20/18 10:30,14.22533129,OK,10/20/18 10:30,403730,UNRELIABLE,10/20/18 10:30,3195951,OK,10/20/18 10:30,5.730000019,OK,10/20/18 10:30,215058,OK,10/20/18 10:30,5.079999924,OK,10/20/18 10:30,60.26000214,OK,10/20/18 10:30,1584112,OK,10/20/18 10:30,0.304566979,OK,10/20/18 10:30,137.4786873,OK,10/20/18 10:30,14233599,OK,10/20/18 10:30,0,OK,10/20/18 10:30,6815321,OK,10/20/18 10:30,2225254.75,OK,10/20/18 10:30,94.80433655,OK,10/20/18 10:30,95.10890198,OK,10/20/18 10:30,128.9805418,OK,
10/20/18 10:45,1714450,UNRELIABLE,10/20/18 10:45,0,OK,10/20/18 10:45,1.86993885,OK,10/20/18 10:45,10.27435589,OK,10/20/18 10:45,1186136,OK,10/20/18 10:45,43.24320984,OK,10/20/18 10:45,41.37327194,OK,10/20/18 10:45,131.058041,OK,,,,,,,10/20/18 10:45,18.33125114,OK,10/20/18 10:45,91.51467896,OK,10/20/18 10:45,126.5761566,OK,10/20/18 10:45,144.9074097,OK,10/20/18 10:45,1985544.5,OK,10/20/18 10:45,10.16004308,OK,10/20/18 10:45,403730,UNRELIABLE,10/20/18 10:45,3195985,OK,10/20/18 10:45,5.730000019,OK,10/20/18 10:45,215062,OK,10/20/18 10:45,5.130000114,OK,10/20/18 10:45,63.61999893,OK,10/20/18 10:45,1584142,OK,10/20/18 10:45,5.497838974,OK,10/20/18 10:45,123.1926384,OK,10/20/18 10:45,14233632,OK,10/20/18 10:45,350.6381226,OK,10/20/18 10:45,6815411,OK,10/20/18 10:45,2225270.75,OK,10/20/18 10:45,105.5102997,OK,10/20/18 10:45,111.0081329,OK,10/20/18 10:45,128.7505242,OK,
10/20/18 11:00,1714450,UNRELIABLE,10/20/18 11:00,0,OK,10/20/18 11:00,1.671292305,OK,10/20/18 11:00,8.648068428,OK,10/20/18 11:00,1186138.375,OK,10/20/18 11:00,44.08614731,OK,10/20/18 11:00,42.41485596,OK,10/20/18 11:00,123.5250453,OK,,,,,,,10/20/18 11:00,18.53937531,OK,10/20/18 11:00,131.7100067,OK,10/20/18 11:00,126.7969055,OK,10/20/18 11:00,145.3362732,OK,10/20/18 11:00,1985570.75,OK,10/20/18 11:00,14.4599358,OK,10/20/18 11:00,403730,UNRELIABLE,10/20/18 11:00,3196018,OK,10/20/18 11:00,5.739999771,OK,10/20/18 11:00,215063,OK,10/20/18 11:00,5.31000042,OK,10/20/18 11:00,66.30000305,OK,10/20/18 11:00,1584154,OK,10/20/18 11:00,0.205043092,OK,10/20/18 11:00,103.7768211,OK,10/20/18 11:00,14233660.5,OK,10/20/18 11:00,0,OK,10/20/18 11:00,6815443,OK,10/20/18 11:00,2225286.75,OK,10/20/18 11:00,107.5411987,OK,10/20/18 11:00,107.7462463,OK,10/20/18 11:00,128.3218616,OK,
10/20/18 11:15,1714450,UNRELIABLE,10/20/18 11:15,0,OK,10/20/18 11:15,2.225628376,OK,10/20/18 11:15,12.50402546,OK,10/20/18 11:15,1186141,OK,10/20/18 11:15,43.63623047,OK,10/20/18 11:15,41.41059875,OK,10/20/18 11:15,133.3565082,OK,,,,,,,10/20/18 11:15,18.19095421,OK,10/20/18 11:15,137.8829956,OK,10/20/18 11:15,126.8239899,OK,10/20/18 11:15,145.0149536,OK,10/20/18 11:15,1985603.375,OK,10/20/18 11:15,15.42640919,OK,10/20/18 11:15,403730,UNRELIABLE,10/20/18 11:15,3196048,OK,10/20/18 11:15,5.75,OK,10/20/18 11:15,215064,OK,10/20/18 11:15,5.130000114,OK,10/20/18 11:15,66.83000183,OK,10/20/18 11:15,1584161,OK,10/20/18 11:15,0.029063849,OK,10/20/18 11:15,150.0483055,OK,10/20/18 11:15,14233692,OK,10/20/18 11:15,0,OK,10/20/18 11:15,6815443,OK,10/20/18 11:15,2225302.75,OK,10/20/18 11:15,103.3862076,OK,10/20/18 11:15,103.4152679,OK,10/20/18 11:15,128.1474115,OK,
10/20/18 11:30,1714450,UNRELIABLE,10/20/18 11:30,0,OK,10/20/18 11:30,2.13586235,OK,10/20/18 11:30,11.80971622,OK,10/20/18 11:30,1186143.75,OK,10/20/18 11:30,43.98415756,OK,10/20/18 11:30,41.84829712,OK,10/20/18 11:30,131.9935578,OK,,,,,,,10/20/18 11:30,17.87585068,OK,10/20/18 11:30,106.0844345,OK,10/20/18 11:30,126.8360748,OK,10/20/18 11:30,144.7119141,OK,10/20/18 11:30,1985628.375,OK,10/20/18 11:30,12.07710311,OK,10/20/18 11:30,403730,UNRELIABLE,10/20/18 11:30,3196080,OK,10/20/18 11:30,5.739999771,OK,10/20/18 11:30,215065,OK,10/20/18 11:30,5.090000153,OK,10/20/18 11:30,67.8500061,OK,10/20/18 11:30,1584169,OK,10/20/18 11:30,0.024104273,OK,10/20/18 11:30,141.7165947,OK,10/20/18 11:30,14233725,OK,10/20/18 11:30,0,OK,10/20/18 11:30,6815443,OK,10/20/18 11:30,2225318.75,OK,10/20/18 11:30,99.58143616,OK,10/20/18 11:30,99.60554504,OK,10/20/18 11:30,128.1927249,OK,
10/20/18 11:45,1714450,UNRELIABLE,10/20/18 11:45,0,OK,10/20/18 11:45,1.763808727,OK,10/20/18 11:45,9.867510796,OK,10/20/18 11:45,1186146.625,OK,10/20/18 11:45,43.77072906,OK,10/20/18 11:45,42.00691986,OK,10/20/18 11:45,133.5500261,OK,,,,,,,10/20/18 11:45,17.2780838,OK,10/20/18 11:45,122.3607025,OK,10/20/18 11:45,127.4089508,OK,10/20/18 11:45,144.6870422,OK,10/20/18 11:45,1985655.625,OK,10/20/18 11:45,14.41179031,OK,10/20/18 11:45,403730,UNRELIABLE,10/20/18 11:45,3196112,OK,10/20/18 11:45,5.75,OK,10/20/18 11:45,215066,OK,10/20/18 11:45,5.139999866,OK,10/20/18 11:45,69.41999817,OK,10/20/18 11:45,1584177,OK,10/20/18 11:45,0.121156633,OK,10/20/18 11:45,118.4101295,OK,10/20/18 11:45,14233759.5,OK,10/20/18 11:45,0,OK,10/20/18 11:45,6815443,OK,10/20/18 11:45,2225334.5,OK,10/20/18 11:45,96.17108154,OK,10/20/18 11:45,96.29223633,OK,10/20/18 11:45,126.9400876,OK,
10/20/18 12:00,1714450,UNRELIABLE,10/20/18 12:00,0,OK,10/20/18 12:00,1.292138934,OK,10/20/18 12:00,6.971064568,OK,10/20/18 12:00,1186148.5,OK,10/20/18 12:00,44.51190186,OK,10/20/18 12:00,43.21976471,OK,10/20/18 12:00,128.7888876,OK,,,,,,,10/20/18 12:00,17.70778084,OK,10/20/18 12:00,97.47099304,OK,10/20/18 12:00,126.5971069,OK,10/20/18 12:00,144.3048859,OK,10/20/18 12:00,1985684.625,OK,10/20/18 12:00,11.20079774,OK,10/20/18 12:00,403730,UNRELIABLE,10/20/18 12:00,3196147,OK,10/20/18 12:00,5.75,OK,10/20/18 12:00,215069,OK,10/20/18 12:00,5.099999905,OK,10/20/18 12:00,72.01999664,OK,10/20/18 12:00,1584199,OK,10/20/18 12:00,7.077524185,OK,10/20/18 12:00,83.65277481,OK,10/20/18 12:00,14233782,OK,10/20/18 12:00,472.4467773,OK,10/20/18 12:00,6815486,OK,10/20/18 12:00,2225351.5,OK,10/20/18 12:00,96.00234985,OK,10/20/18 12:00,103.0798798,OK,10/20/18 12:00,134.6650223,OK,
