OSU_RTS.MDBUS_C1.148_CDT Time [SNAP],OSU_RTS.MDBUS_C1.148_CDT Value [SNAP],OSU_RTS.MDBUS_C1.148_CDT Status [SNAP],OSU_RTS.MDBUS_C1.148_CHF Time [SNAP],OSU_RTS.MDBUS_C1.148_CHF Value [SNAP],OSU_RTS.MDBUS_C1.148_CHF Status [SNAP],OSU_RTS.MDBUS_C1.148_CHT Time [SNAP],OSU_RTS.MDBUS_C1.148_CHT Value [SNAP],OSU_RTS.MDBUS_C1.148_CHT Status [SNAP],OSU_RTS.MDBUS_C1.148_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.148_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.148_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.148_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.148_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.148_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.148_CVF Time [SNAP],OSU_RTS.MDBUS_C1.148_CVF Value [SNAP],OSU_RTS.MDBUS_C1.148_CVF Status [SNAP],OSU_RTS.MDBUS_C1.148_HF Time [SNAP],OSU_RTS.MDBUS_C1.148_HF Value [SNAP],OSU_RTS.MDBUS_C1.148_HF Status [SNAP],OSU_RTS.MDBUS_C1.148_HGT Time [SNAP],OSU_RTS.MDBUS_C1.148_HGT Value [SNAP],OSU_RTS.MDBUS_C1.148_HGT Status [SNAP],OSU_RTS.MDBUS_CC.148_MHT Time [SNAP],OSU_RTS.MDBUS_CC.148_MHT Value [SNAP],OSU_RTS.MDBUS_CC.148_MHT Status [SNAP],OSU_RTS.MDBUS_CC.148_PHT Time [SNAP],OSU_RTS.MDBUS_CC.148_PHT Value [SNAP],OSU_RTS.MDBUS_CC.148_PHT Status [SNAP],OSU_RTS.MDBUS_E1.148E1_C Time [SNAP],OSU_RTS.MDBUS_E1.148E1_C Value [SNAP],OSU_RTS.MDBUS_E1.148E1_C Status [SNAP],OSU_RTS.MDBUS_E1.148E2_C Time [SNAP],OSU_RTS.MDBUS_E1.148E2_C Value [SNAP],OSU_RTS.MDBUS_E1.148E2_C Status [SNAP],OSU_RTS.MDBUS_G1.148_GBV Time [SNAP],OSU_RTS.MDBUS_G1.148_GBV Value [SNAP],OSU_RTS.MDBUS_G1.148_GBV Status [SNAP],OSU_RTS.MDBUS_G1.148_GUV Time [SNAP],OSU_RTS.MDBUS_G1.148_GUV Value [SNAP],OSU_RTS.MDBUS_G1.148_GUV Status [SNAP],OSU_RTS.MDBUS_RT.148S_C Time [SNAP],OSU_RTS.MDBUS_RT.148S_C Value [SNAP],OSU_RTS.MDBUS_RT.148S_C Status [SNAP],OSU_RTS.MDBUS_RT.148S_HF Time [SNAP],OSU_RTS.MDBUS_RT.148S_HF Value [SNAP],OSU_RTS.MDBUS_RT.148S_HF Status [SNAP],OSU_RTS.MDBUS_RT.148S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.148S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.148S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.148S_I Time [SNAP],OSU_RTS.MDBUS_RT.148S_I Value [SNAP],OSU_RTS.MDBUS_RT.148S_I Status [SNAP],OSU_RTS.MDBUS_RT.148S_P Time [SNAP],OSU_RTS.MDBUS_RT.148S_P Value [SNAP],OSU_RTS.MDBUS_RT.148S_P Status [SNAP],OSU_RTS.MDBUS_RT.148S_T Time [SNAP],OSU_RTS.MDBUS_RT.148S_T Value [SNAP],OSU_RTS.MDBUS_RT.148S_T Status [SNAP],Comments
10/18/18 9:30,5.86747551,OK,10/18/18 9:30,145.482132,OK,10/18/18 9:30,21119044,OK,10/18/18 9:30,47.32745361,OK,10/18/18 9:30,41.45998001,OK,10/18/18 9:30,592.3502808,OK,10/18/18 9:30,1745.785583,OK,10/18/18 9:30,253428528,OK,,,,,,,10/18/18 9:30,5344468,OK,10/18/18 9:30,9357844,OK,10/18/18 9:30,5.81000042,OK,10/18/18 9:30,5280,OK,10/18/18 9:30,225427.0156,OK,10/18/18 9:30,6.117993355,OK,10/18/18 9:30,293269.2813,OK,10/18/18 9:30,4.673045898,OK,10/18/18 9:30,177.7644501,OK,10/18/18 9:30,573.4874268,OK,
10/18/18 9:45,6.196296215,OK,10/18/18 9:45,153.1551666,OK,10/18/18 9:45,21119084,OK,10/18/18 9:45,47.67111969,OK,10/18/18 9:45,41.474823,OK,10/18/18 9:45,590.5546265,OK,10/18/18 9:45,1837.862,OK,10/18/18 9:45,253429008,OK,,,,,,,10/18/18 9:45,5344594,OK,10/18/18 9:45,9357939,OK,10/18/18 9:45,5.81000042,OK,10/18/18 9:45,5280,OK,10/18/18 9:45,225428.0156,OK,10/18/18 9:45,6.210730553,OK,10/18/18 9:45,293270.625,OK,10/18/18 9:45,4.755115234,OK,10/18/18 9:45,179.1040802,OK,10/18/18 9:45,567.8063965,OK,
10/18/18 10:00,5.646063328,OK,10/18/18 10:00,139.8697357,OK,10/18/18 10:00,21119120,OK,10/18/18 10:00,47.30671692,OK,10/18/18 10:00,41.66065216,OK,10/18/18 10:00,591.8445435,OK,10/18/18 10:00,1678.436829,OK,10/18/18 10:00,253429440,OK,,,,,,,10/18/18 10:00,5344718,OK,10/18/18 10:00,9358036,OK,10/18/18 10:00,5.81000042,OK,10/18/18 10:00,5280,OK,10/18/18 10:00,225429.0781,OK,10/18/18 10:00,4.762516499,OK,10/18/18 10:00,293272,OK,10/18/18 10:00,3.644885986,OK,10/18/18 10:00,177.1126099,OK,10/18/18 10:00,568.4718628,OK,
10/18/18 10:15,5.991146088,OK,10/18/18 10:15,148.6969299,OK,10/18/18 10:15,21119158,OK,10/18/18 10:15,47.38619995,OK,10/18/18 10:15,41.39505386,OK,10/18/18 10:15,592.9465942,OK,10/18/18 10:15,1784.363159,OK,10/18/18 10:15,253429896,OK,,,,,,,10/18/18 10:15,5344841,OK,10/18/18 10:15,9358134,OK,10/18/18 10:15,5.820000172,OK,10/18/18 10:15,5280,OK,10/18/18 10:15,225430.0313,OK,10/18/18 10:15,5.148804188,OK,10/18/18 10:15,293273.25,OK,10/18/18 10:15,3.946022949,OK,10/18/18 10:15,179.1220093,OK,10/18/18 10:15,565.3220825,OK,
10/18/18 10:30,5.483323097,OK,10/18/18 10:30,136.3890076,OK,10/18/18 10:30,21119196,OK,10/18/18 10:30,47.00643921,OK,10/18/18 10:30,41.52311707,OK,10/18/18 10:30,594.1790161,OK,10/18/18 10:30,1636.668091,OK,10/18/18 10:30,253430352,OK,,,,,,,10/18/18 10:30,5344967,OK,10/18/18 10:30,9358232,OK,10/18/18 10:30,5.820000172,OK,10/18/18 10:30,5280,OK,10/18/18 10:30,225430.9375,OK,10/18/18 10:30,4.75287962,OK,10/18/18 10:30,293274.4063,OK,10/18/18 10:30,3.643119141,OK,10/18/18 10:30,177.8282928,OK,10/18/18 10:30,564.7492676,OK,
10/18/18 10:45,5.672200203,OK,10/18/18 10:45,141.276535,OK,10/18/18 10:45,21119232,OK,10/18/18 10:45,46.97361374,OK,10/18/18 10:45,41.30141449,OK,10/18/18 10:45,591.4824219,OK,10/18/18 10:45,1695.31842,OK,10/18/18 10:45,253430784,OK,,,,,,,10/18/18 10:45,5345096,OK,10/18/18 10:45,9358329,OK,10/18/18 10:45,5.820000172,OK,10/18/18 10:45,5280,OK,10/18/18 10:45,225431.75,OK,10/18/18 10:45,4.101940155,OK,10/18/18 10:45,293275.5,OK,10/18/18 10:45,3.148073975,OK,10/18/18 10:45,177.4300842,OK,10/18/18 10:45,561.6057739,OK,
10/18/18 11:00,6.476187706,OK,10/18/18 11:00,157.2550812,OK,10/18/18 11:00,21119270,OK,10/18/18 11:00,47.99595642,OK,10/18/18 11:00,41.51976776,OK,10/18/18 11:00,580.208313,OK,10/18/18 11:00,1887.060974,OK,10/18/18 11:00,253431240,OK,,,,,,,10/18/18 11:00,5345227,OK,10/18/18 11:00,9358428,OK,10/18/18 11:00,5.820000172,OK,10/18/18 11:00,5280,OK,10/18/18 11:00,225432.6875,OK,10/18/18 11:00,4.534375668,OK,10/18/18 11:00,293276.7188,OK,10/18/18 11:00,3.478901855,OK,10/18/18 11:00,178.3312225,OK,10/18/18 11:00,562.499939,OK,
10/18/18 11:15,6.344202042,OK,10/18/18 11:15,154.3377075,OK,10/18/18 11:15,21119312,OK,10/18/18 11:15,47.7358017,OK,10/18/18 11:15,41.39159393,OK,10/18/18 11:15,581.2451782,OK,10/18/18 11:15,1852.05249,OK,10/18/18 11:15,253431744,OK,,,,,,,10/18/18 11:15,5345356,OK,10/18/18 11:15,9358526,OK,10/18/18 11:15,5.820000172,OK,10/18/18 11:15,5280,OK,10/18/18 11:15,225433.6563,OK,10/18/18 11:15,4.470406532,OK,10/18/18 11:15,293277.9688,OK,10/18/18 11:15,3.428299072,OK,10/18/18 11:15,181.4377899,OK,10/18/18 11:15,564.1021729,OK,
10/18/18 11:30,7.00622797,OK,10/18/18 11:30,171.6378021,OK,10/18/18 11:30,21119352,OK,10/18/18 11:30,48.74306488,OK,10/18/18 11:30,41.73683929,OK,10/18/18 11:30,585.4766846,OK,10/18/18 11:30,2059.653625,OK,10/18/18 11:30,253432224,OK,,,,,,,10/18/18 11:30,5345485,OK,10/18/18 11:30,9358624,OK,10/18/18 11:30,5.820000172,OK,10/18/18 11:30,5280,OK,10/18/18 11:30,225434.6406,OK,10/18/18 11:30,5.203512669,OK,10/18/18 11:30,293279.25,OK,10/18/18 11:30,3.99011084,OK,10/18/18 11:30,176.5374908,OK,10/18/18 11:30,563.5625,OK,
10/18/18 11:45,6.775796413,OK,10/18/18 11:45,166.2232666,OK,10/18/18 11:45,21119392,OK,10/18/18 11:45,48.16944122,OK,10/18/18 11:45,41.39364243,OK,10/18/18 11:45,586.1903076,OK,10/18/18 11:45,1994.679199,OK,10/18/18 11:45,253432704,OK,,,,,,,10/18/18 11:45,5345616,OK,10/18/18 11:45,9358723,OK,10/18/18 11:45,5.820000172,OK,10/18/18 11:45,5280,OK,10/18/18 11:45,225435.5625,OK,10/18/18 11:45,4.780524254,OK,10/18/18 11:45,293280.4688,OK,10/18/18 11:45,3.670824463,OK,10/18/18 11:45,178.3140869,OK,10/18/18 11:45,560.4216919,OK,
10/18/18 12:00,5.336972237,OK,10/18/18 12:00,129.9913635,OK,10/18/18 12:00,21119432,OK,10/18/18 12:00,47.10215759,OK,10/18/18 12:00,41.7651825,OK,10/18/18 12:00,581.8742065,OK,10/18/18 12:00,1559.896362,OK,10/18/18 12:00,253433184,OK,,,,,,,10/18/18 12:00,5345744,OK,10/18/18 12:00,9358821,OK,10/18/18 12:00,5.820000172,OK,10/18/18 12:00,5280,OK,10/18/18 12:00,225436.5313,OK,10/18/18 12:00,6.342868805,OK,10/18/18 12:00,293281.7188,OK,10/18/18 12:00,4.876768555,OK,10/18/18 12:00,177.3257599,OK,10/18/18 12:00,557.0718994,OK,
10/18/18 12:15,7.400578022,OK,10/18/18 12:15,179.6212311,OK,10/18/18 12:15,21119472,OK,10/18/18 12:15,48.98183823,OK,10/18/18 12:15,41.58126068,OK,10/18/18 12:15,579.8239746,OK,10/18/18 12:15,2155.454773,OK,10/18/18 12:15,253433664,OK,,,,,,,10/18/18 12:15,5345875,OK,10/18/18 12:15,9358920,OK,10/18/18 12:15,5.820000172,OK,10/18/18 12:15,5280,OK,10/18/18 12:15,225437.5156,OK,10/18/18 12:15,4.078755856,OK,10/18/18 12:15,293283,OK,10/18/18 12:15,3.136507324,OK,10/18/18 12:15,178.5071564,OK,10/18/18 12:15,556.8566895,OK,
10/18/18 12:30,6.643430233,OK,10/18/18 12:30,161.9941254,OK,10/18/18 12:30,21119514,OK,10/18/18 12:30,48.05809402,OK,10/18/18 12:30,41.41466522,OK,10/18/18 12:30,581.2550049,OK,10/18/18 12:30,1939.290527,OK,10/18/18 12:30,253434168,OK,,,,,,,10/18/18 12:30,5346007,OK,10/18/18 12:30,9359019,OK,10/18/18 12:30,5.820000172,OK,10/18/18 12:30,5280,OK,10/18/18 12:30,225438.5625,OK,10/18/18 12:30,6.088023663,OK,10/18/18 12:30,293284.3438,OK,10/18/18 12:30,4.674418945,OK,10/18/18 12:30,178.5326233,OK,10/18/18 12:30,560.6672974,OK,
10/18/18 12:45,7.822923183,OK,10/18/18 12:45,185.6448212,OK,10/18/18 12:45,21119556,OK,10/18/18 12:45,49.42415237,OK,10/18/18 12:45,41.60123062,OK,10/18/18 12:45,568.208374,OK,10/18/18 12:45,2231.704834,OK,10/18/18 12:45,253434672,OK,,,,,,,10/18/18 12:45,5346137,OK,10/18/18 12:45,9359118,OK,10/18/18 12:45,5.820000172,OK,10/18/18 12:45,5280,OK,10/18/18 12:45,225439.5469,OK,10/18/18 12:45,4.147586346,OK,10/18/18 12:45,293285.6563,OK,10/18/18 12:45,3.183447998,OK,10/18/18 12:45,180.2382355,OK,10/18/18 12:45,561.7954102,OK,
10/18/18 13:00,7.312119961,OK,10/18/18 13:00,176.7507324,OK,10/18/18 13:00,21119598,OK,10/18/18 13:00,48.80120468,OK,10/18/18 13:00,41.48908615,OK,10/18/18 13:00,577.6773071,OK,10/18/18 13:00,2121.008789,OK,10/18/18 13:00,253435176,OK,,,,,,,10/18/18 13:00,5346270,OK,10/18/18 13:00,9359216,OK,10/18/18 13:00,5.820000172,OK,10/18/18 13:00,5280,OK,10/18/18 13:00,225440.4844,OK,10/18/18 13:00,5.589780331,OK,10/18/18 13:00,293286.875,OK,10/18/18 13:00,4.291921875,OK,10/18/18 13:00,177.9706268,OK,10/18/18 13:00,560.5427246,OK,
10/18/18 13:15,7.896661758,OK,10/18/18 13:15,190.2895508,OK,10/18/18 13:15,21119640,OK,10/18/18 13:15,49.54564667,OK,10/18/18 13:15,41.64898682,OK,10/18/18 13:15,575.9762573,OK,10/18/18 13:15,2283.474609,OK,10/18/18 13:15,253435680,OK,,,,,,,10/18/18 13:15,5346403,OK,10/18/18 13:15,9359315,OK,10/18/18 13:15,5.820000172,OK,10/18/18 13:15,5280,OK,10/18/18 13:15,225441.4844,OK,10/18/18 13:15,4.530938148,OK,10/18/18 13:15,293288.1563,OK,10/18/18 13:15,3.476770264,OK,10/18/18 13:15,180.2011261,OK,10/18/18 13:15,562.4417725,OK,
10/18/18 13:30,7.401377201,OK,10/18/18 13:30,177.856842,OK,10/18/18 13:30,21119684,OK,10/18/18 13:30,48.80037689,OK,10/18/18 13:30,41.39899826,OK,10/18/18 13:30,575.6109619,OK,10/18/18 13:30,2134.282104,OK,10/18/18 13:30,253436208,OK,,,,,,,10/18/18 13:30,5346532,OK,10/18/18 13:30,9359413,OK,10/18/18 13:30,5.820000172,OK,10/18/18 13:30,5280,OK,10/18/18 13:30,225442.4219,OK,10/18/18 13:30,5.790198803,OK,10/18/18 13:30,293289.375,OK,10/18/18 13:30,4.443676758,OK,10/18/18 13:30,177.7155609,OK,10/18/18 13:30,561.6904297,OK,
10/18/18 13:45,7.965257645,OK,10/18/18 13:45,187.5872955,OK,10/18/18 13:45,21119728,OK,10/18/18 13:45,49.36753845,OK,10/18/18 13:45,41.40228271,OK,10/18/18 13:45,562.869751,OK,10/18/18 13:45,2251.047546,OK,10/18/18 13:45,253436736,OK,,,,,,,10/18/18 13:45,5346657,OK,10/18/18 13:45,9359512,OK,10/18/18 13:45,5.820000172,OK,10/18/18 13:45,5280,OK,10/18/18 13:45,225443.4219,OK,10/18/18 13:45,4.143939972,OK,10/18/18 13:45,293290.6875,OK,10/18/18 13:45,3.176901367,OK,10/18/18 13:45,181.0496979,OK,10/18/18 13:45,564.8469849,OK,
10/18/18 14:00,6.777441502,OK,10/18/18 14:00,158.770874,OK,10/18/18 14:00,21119772,OK,10/18/18 14:00,48.23168182,OK,10/18/18 14:00,41.45423889,OK,10/18/18 14:00,559.7857666,OK,10/18/18 14:00,1905.250488,OK,10/18/18 14:00,253437264,OK,,,,,,,10/18/18 14:00,5346780,OK,10/18/18 14:00,9359608,OK,10/18/18 14:00,5.820000172,OK,10/18/18 14:00,5280,OK,10/18/18 14:00,225444.0469,OK,10/18/18 14:00,1.313979983,OK,10/18/18 14:00,293291.5,OK,10/18/18 14:00,1.010624817,OK,10/18/18 14:00,178.4087219,OK,10/18/18 14:00,556.3709717,OK,
10/18/18 14:15,4.977623463,OK,10/18/18 14:15,117.8295975,OK,10/18/18 14:15,21119808,OK,10/18/18 14:15,46.47671509,OK,10/18/18 14:15,41.4990921,OK,10/18/18 14:15,565.3677979,OK,10/18/18 14:15,1413.95517,OK,10/18/18 14:15,253437696,OK,,,,,,,10/18/18 14:15,5346906,OK,10/18/18 14:15,9359701,OK,10/18/18 14:15,5.820000172,OK,10/18/18 14:15,5280,OK,10/18/18 14:15,225444.3281,OK,10/18/18 14:15,0.506026864,OK,10/18/18 14:15,293291.875,OK,10/18/18 14:15,0.390535889,OK,10/18/18 14:15,179.5988007,OK,10/18/18 14:15,548.1750488,OK,
10/18/18 14:30,3.623806953,OK,10/18/18 14:30,84.95385742,OK,10/18/18 14:30,21119834,OK,10/18/18 14:30,45.17486572,OK,10/18/18 14:30,41.55105591,OK,10/18/18 14:30,559.6239014,OK,10/18/18 14:30,1019.446289,OK,10/18/18 14:30,253438008,OK,,,,,,,10/18/18 14:30,5347031,OK,10/18/18 14:30,9359794,OK,10/18/18 14:30,5.820000172,OK,10/18/18 14:30,5280,OK,10/18/18 14:30,225444.7813,OK,10/18/18 14:30,2.652596474,OK,10/18/18 14:30,293292.4688,OK,10/18/18 14:30,2.046729736,OK,10/18/18 14:30,177.5370026,OK,10/18/18 14:30,548.3693237,OK,
10/18/18 14:45,4.097023964,OK,10/18/18 14:45,96.13108826,OK,10/18/18 14:45,21119856,OK,10/18/18 14:45,45.74623489,OK,10/18/18 14:45,41.64921188,OK,10/18/18 14:45,560.2089844,OK,10/18/18 14:45,1153.573059,OK,10/18/18 14:45,253438272,OK,,,,,,,10/18/18 14:45,5347156,OK,10/18/18 14:45,9359887,OK,10/18/18 14:45,5.820000172,OK,10/18/18 14:45,5280,OK,10/18/18 14:45,225445.3125,OK,10/18/18 14:45,2.990767717,OK,10/18/18 14:45,293293.1563,OK,10/18/18 14:45,2.308136719,OK,10/18/18 14:45,178.9280548,OK,10/18/18 14:45,548.1089478,OK,
10/18/18 15:00,4.459272861,OK,10/18/18 15:00,104.0954285,OK,10/18/18 15:00,21119880,OK,10/18/18 15:00,45.82394791,OK,10/18/18 15:00,41.36467361,OK,10/18/18 15:00,557.3587646,OK,10/18/18 15:00,1249.145142,OK,10/18/18 15:00,253438560,OK,,,,,,,10/18/18 15:00,5347280,OK,10/18/18 15:00,9359979,OK,10/18/18 15:00,5.820000172,OK,10/18/18 15:00,5280,OK,10/18/18 15:00,225445.8594,OK,10/18/18 15:00,2.630171061,OK,10/18/18 15:00,293293.8438,OK,10/18/18 15:00,2.030106079,OK,10/18/18 15:00,178.0784607,OK,10/18/18 15:00,547.657959,OK,
10/18/18 15:15,4.106146336,OK,10/18/18 15:15,95.791008,OK,10/18/18 15:15,21119904,OK,10/18/18 15:15,45.24868393,OK,10/18/18 15:15,41.14253998,OK,10/18/18 15:15,556.8898315,OK,10/18/18 15:15,1149.492096,OK,10/18/18 15:15,253438848,OK,,,,,,,10/18/18 15:15,5347404,OK,10/18/18 15:15,9360070,OK,10/18/18 15:15,5.820000172,OK,10/18/18 15:15,5280,OK,10/18/18 15:15,225446.3594,OK,10/18/18 15:15,2.587174892,OK,10/18/18 15:15,293294.5,OK,10/18/18 15:15,1.998396118,OK,10/18/18 15:15,178.0502777,OK,10/18/18 15:15,545.8839722,OK,
10/18/18 15:30,3.786915064,OK,10/18/18 15:30,83.17218018,OK,10/18/18 15:30,21119928,OK,10/18/18 15:30,45.14113998,OK,10/18/18 15:30,41.35422516,OK,10/18/18 15:30,524.2896729,OK,10/18/18 15:30,998.0661621,OK,10/18/18 15:30,253439136,OK,,,,,,,10/18/18 15:30,5347526,OK,10/18/18 15:30,9360163,OK,10/18/18 15:30,5.820000172,OK,10/18/18 15:30,5280,OK,10/18/18 15:30,225446.9219,OK,10/18/18 15:30,3.264066219,OK,10/18/18 15:30,293295.25,OK,10/18/18 15:30,2.521425293,OK,10/18/18 15:30,179.6363373,OK,10/18/18 15:30,545.9824219,OK,
10/18/18 15:45,4.304681301,OK,10/18/18 15:45,95.99824524,OK,10/18/18 15:45,21119952,OK,10/18/18 15:45,45.59923935,OK,10/18/18 15:45,41.29455948,OK,10/18/18 15:45,532.3990479,OK,10/18/18 15:45,1151.978943,OK,10/18/18 15:45,253439424,OK,,,,,,,10/18/18 15:45,5347648,OK,10/18/18 15:45,9360256,OK,10/18/18 15:45,5.820000172,OK,10/18/18 15:45,5280,OK,10/18/18 15:45,225447.4531,OK,10/18/18 15:45,2.717494011,OK,10/18/18 15:45,293295.9063,OK,10/18/18 15:45,2.1014375,OK,10/18/18 15:45,179.2075653,OK,10/18/18 15:45,543.373291,OK,
10/18/18 16:00,3.750325203,OK,10/18/18 16:00,88.81789398,OK,10/18/18 16:00,21119974,OK,10/18/18 16:00,45.74755859,OK,10/18/18 16:00,41.99723434,OK,10/18/18 16:00,565.4501953,OK,10/18/18 16:00,1065.814728,OK,10/18/18 16:00,253439688,OK,,,,,,,10/18/18 16:00,5347771,OK,10/18/18 16:00,9360348,OK,10/18/18 16:00,5.820000172,OK,10/18/18 16:00,5280,OK,10/18/18 16:00,225447.9844,OK,10/18/18 16:00,2.52491188,OK,10/18/18 16:00,293296.625,OK,10/18/18 16:00,1.953968018,OK,10/18/18 16:00,178.4011383,OK,10/18/18 16:00,541.456543,OK,
10/18/18 16:15,3.980297565,OK,10/18/18 16:15,93.45683289,OK,10/18/18 16:15,21119998,OK,10/18/18 16:15,45.36745453,OK,10/18/18 16:15,41.38716125,OK,10/18/18 16:15,560.4985352,OK,10/18/18 16:15,1121.481995,OK,10/18/18 16:15,253439976,OK,,,,,,,10/18/18 16:15,5347894,OK,10/18/18 16:15,9360440,OK,10/18/18 16:15,5.820000172,OK,10/18/18 16:15,5280,OK,10/18/18 16:15,225448.5313,OK,10/18/18 16:15,3.081537962,OK,10/18/18 16:15,293297.3125,OK,10/18/18 16:15,2.386616211,OK,10/18/18 16:15,184.1690826,OK,10/18/18 16:15,540.5662842,OK,
10/18/18 16:30,5.31874609,OK,10/18/18 16:30,122.2031631,OK,10/18/18 16:30,21120024,OK,10/18/18 16:30,46.53651428,OK,10/18/18 16:30,41.21776581,OK,10/18/18 16:30,548.7438965,OK,10/18/18 16:30,1466.437958,OK,10/18/18 16:30,253440288,OK,,,,,,,10/18/18 16:30,5348018,OK,10/18/18 16:30,9360532,OK,10/18/18 16:30,5.820000172,OK,10/18/18 16:30,5280,OK,10/18/18 16:30,225449.0938,OK,10/18/18 16:30,2.507398129,OK,10/18/18 16:30,293298.0313,OK,10/18/18 16:30,1.940260376,OK,10/18/18 16:30,176.8834076,OK,10/18/18 16:30,541.3840942,OK,
10/18/18 16:45,4.206702709,OK,10/18/18 16:45,97.02825165,OK,10/18/18 16:45,21120048,OK,10/18/18 16:45,45.61231995,OK,10/18/18 16:45,41.40561676,OK,10/18/18 16:45,550.6500854,OK,10/18/18 16:45,1164.33902,OK,10/18/18 16:45,253440576,OK,,,,,,,10/18/18 16:45,5348142,OK,10/18/18 16:45,9360624,OK,10/18/18 16:45,5.820000172,OK,10/18/18 16:45,5280,OK,10/18/18 16:45,225449.6406,OK,10/18/18 16:45,2.721347809,OK,10/18/18 16:45,293298.75,OK,10/18/18 16:45,2.106422363,OK,10/18/18 16:45,182.1699677,OK,10/18/18 16:45,541.611084,OK,
10/18/18 17:00,4.311499119,OK,10/18/18 17:00,99.52518463,OK,10/18/18 17:00,21120076,OK,10/18/18 17:00,45.68247986,OK,10/18/18 17:00,41.37097931,OK,10/18/18 17:00,551.1126709,OK,10/18/18 17:00,1194.302216,OK,10/18/18 17:00,253440912,OK,,,,,,,10/18/18 17:00,5348262,OK,10/18/18 17:00,9360717,OK,10/18/18 17:00,5.820000172,OK,10/18/18 17:00,5280,OK,10/18/18 17:00,225450.2031,OK,10/18/18 17:00,2.964097261,OK,10/18/18 17:00,293299.4688,OK,10/18/18 17:00,2.294102051,OK,10/18/18 17:00,177.8272705,OK,10/18/18 17:00,541.0873413,OK,
10/18/18 17:15,4.449219227,OK,10/18/18 17:15,102.4252014,OK,10/18/18 17:15,21120100,OK,10/18/18 17:15,45.85362625,OK,10/18/18 17:15,41.4044075,OK,10/18/18 17:15,549.4430542,OK,10/18/18 17:15,1229.102417,OK,10/18/18 17:15,253441200,OK,,,,,,,10/18/18 17:15,5348381,OK,10/18/18 17:15,9360810,OK,10/18/18 17:15,5.820000172,OK,10/18/18 17:15,5280,OK,10/18/18 17:15,225450.7656,OK,10/18/18 17:15,2.73933053,OK,10/18/18 17:15,293300.1875,OK,10/18/18 17:15,2.119481445,OK,10/18/18 17:15,178.5929718,OK,10/18/18 17:15,541.9702148,OK,
10/18/18 17:30,4.90722847,OK,10/18/18 17:30,113.0921478,OK,10/18/18 17:30,21120126,OK,10/18/18 17:30,46.09952164,OK,10/18/18 17:30,41.19229126,OK,10/18/18 17:30,550.3198853,OK,10/18/18 17:30,1357.105774,OK,10/18/18 17:30,253441512,OK,,,,,,,10/18/18 17:30,5348498,OK,10/18/18 17:30,9360902,OK,10/18/18 17:30,5.820000172,OK,10/18/18 17:30,5280,OK,10/18/18 17:30,225451.375,OK,10/18/18 17:30,4.078716755,OK,10/18/18 17:30,293301,OK,10/18/18 17:30,3.152450928,OK,10/18/18 17:30,179.5613708,OK,10/18/18 17:30,544.6599121,OK,
10/18/18 17:45,4.616123199,OK,10/18/18 17:45,107.032692,OK,10/18/18 17:45,21120152,OK,10/18/18 17:45,45.81133652,OK,10/18/18 17:45,41.19521332,OK,10/18/18 17:45,554.5292969,OK,10/18/18 17:45,1286.53244,OK,10/18/18 17:45,253441824,OK,,,,,,,10/18/18 17:45,5348613,OK,10/18/18 17:45,9360995,OK,10/18/18 17:45,5.820000172,OK,10/18/18 17:45,5280,OK,10/18/18 17:45,225452,OK,10/18/18 17:45,3.081079721,OK,10/18/18 17:45,293301.8125,OK,10/18/18 17:45,2.379662842,OK,10/18/18 17:45,178.4377594,OK,10/18/18 17:45,546.1881714,OK,
10/18/18 18:00,4.221124649,OK,10/18/18 18:00,98.19642639,OK,10/18/18 18:00,21120176,OK,10/18/18 18:00,45.39389038,OK,10/18/18 18:00,41.17276764,OK,10/18/18 18:00,555.3239136,OK,10/18/18 18:00,1178.357117,OK,10/18/18 18:00,253442112,OK,,,,,,,10/18/18 18:00,5348728,OK,10/18/18 18:00,9361087,OK,10/18/18 18:00,5.820000172,OK,10/18/18 18:00,5280,OK,10/18/18 18:00,225452.6406,OK,10/18/18 18:00,3.021234989,OK,10/18/18 18:00,293302.625,OK,10/18/18 18:00,2.332220215,OK,10/18/18 18:00,180.6269531,OK,10/18/18 18:00,547.7985229,OK,
10/18/18 18:15,3.700440645,OK,10/18/18 18:15,87.58084869,OK,10/18/18 18:15,21120200,OK,10/18/18 18:15,44.93540955,OK,10/18/18 18:15,41.23497009,OK,10/18/18 18:15,564.9819946,OK,10/18/18 18:15,1050.970184,OK,10/18/18 18:15,253442400,OK,,,,,,,10/18/18 18:15,5348840,OK,10/18/18 18:15,9361179,OK,10/18/18 18:15,5.820000172,OK,10/18/18 18:15,5280,OK,10/18/18 18:15,225453.3125,OK,10/18/18 18:15,3.018047571,OK,10/18/18 18:15,293303.5,OK,10/18/18 18:15,2.32780127,OK,10/18/18 18:15,177.2580872,OK,10/18/18 18:15,549.2580566,OK,
